racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM,hot_code,raceid,order_of_finish_num,popularity_num,horse_weight_num,tanshou_odds_num,tanshou_odds_at10_num,IDM_num,hot_code_num,tanshou_flag
216220101,1410370320160710,マイネルトルペード　　　　　　　　　,2,4,412,15.8,1.3,14.4,1.4,31,3,2162201,2,4,412,15.8,14.4,31.0,3.0,False
216220102,1410026420160710,アントレーン　　　　　　　　　　　　,6,2,418,6.9,1,6.4,1.1,18,3,2162201,6,2,418,6.9,6.4,18.0,3.0,False
216220103,1410432120160710,ジャストヒーロー　　　　　　　　　　,8,9,458,145.4,10,58.3,10.1,11,3,2162201,8,9,458,145.4,58.3,11.0,3.0,False
216220104,1410141620160710,サツキチャン　　　　　　　　　　　　,7,5,408,19.8,1.5,16.4,1.4,15,3,2162201,7,5,408,19.8,16.4,15.0,3.0,False
216220105,1410515620160710,サクセスムーン　　　　　　　　　　　,4,8,442,102.3,7.9,39.1,5.4,29,3,2162201,4,8,442,102.3,39.1,29.0,3.0,False
216220106,1410072320160710,マイネルヘミニス　　　　　　　　　　,3,3,460,14.5,1.7,12.3,1.7,28,3,2162201,3,3,460,14.5,12.3,28.0,3.0,False
216220107,1410167820160710,ピーチメルバ　　　　　　　　　　　　,5,7,452,97.2,7.9,44.4,4.9,21,3,2162201,5,7,452,97.2,44.4,21.0,3.0,False
216220109,1410444520160710,エスケークラウン　　　　　　　　　　,1,1,492,1.1,1,1.3,1,36,3,2162201,1,1,492,1.1,1.3,36.0,3.0,True
216220201,1310080720160710,サンポーツマス　　　　　　　　　　　,8,9,484,61.9,10.5,21.6,6.2,31,3,2162202,8,9,484,61.9,21.6,31.0,3.0,False
216220202,1310451920160710,クインズジュエリー　　　　　　　　　,12,8,434,24.6,4.6,18.4,4.5,23,3,2162202,12,8,434,24.6,18.4,23.0,3.0,False
216220203,1310599020160710,キャンベルアーリー　　　　　　　　　,10,7,436,16.4,3.1,8.5,2.8,26,3,2162202,10,7,436,16.4,8.5,26.0,3.0,False
216220204,1310454320160710,フジワンエンジェル　　　　　　　　　,5,1,448,3.7,1.3,6.2,1.4,35,3,2162202,5,1,448,3.7,6.2,35.0,3.0,False
216220205,1310402420160710,アカプルコノユウヒ　　　　　　　　　,6,10,442,63.1,7.6,28.3,6.7,34,3,2162202,6,10,442,63.1,28.3,34.0,3.0,False
216220206,1310438120160710,ゴセイバイシキモク　　　　　　　　　,7,11,478,137.9,18,62.8,9,30,3,2162202,7,11,478,137.9,62.8,30.0,3.0,False
216220207,1310365520160710,グランジュテ　　　　　　　　　　　　,3,5,436,7.9,2.1,6.9,2.2,36,3,2162202,3,5,436,7.9,6.9,36.0,3.0,False
216220208,1310282020160710,トルシュローズ　　　　　　　　　　　,1,2,454,3.7,1.3,5.1,1.6,51,3,2162202,1,2,454,3.7,5.1,51.0,3.0,True
216220209,1310157720160710,フレッシュギャル　　　　　　　　　　,2,6,436,10.5,2.8,6.7,2.6,38,3,2162202,2,6,436,10.5,6.7,38.0,3.0,False
216220210,1310365120160710,イネディット　　　　　　　　　　　　,11,12,394,184.7,24.1,70.9,9.6,23,3,2162202,11,12,394,184.7,70.9,23.0,3.0,False
216220211,1311009320160710,サーブルクーリール　　　　　　　　　,9,3,458,4.9,1.5,5.8,1.8,29,3,2162202,9,3,458,4.9,5.8,29.0,3.0,False
216220212,1310096820160710,アンペラール　　　　　　　　　　　　,4,4,438,6.8,1.8,6.8,1.9,38,3,2162202,4,4,438,6.8,6.8,38.0,3.0,False
216220301,1310167720160710,オーゴンワンダー　　　　　　　　　　,10,16,414,177.6,23.2,64.1,7.8,33,3,2162203,10,16,414,177.6,64.1,33.0,3.0,False
216220302,1310124420160710,アルファジェイド　　　　　　　　　　,15,11,486,82.5,14.9,27.6,5.8,12,3,2162203,15,11,486,82.5,27.6,12.0,3.0,False
216220303,1310547320160710,ポケットチャーリー　　　　　　　　　,5,3,430,5.9,1.6,9.9,2,42,3,2162203,5,3,430,5.9,9.9,42.0,3.0,False
216220304,1310460820160710,タイセイフラム　　　　　　　　　　　,11,15,420,175.2,23.4,99.1,9.9,33,3,2162203,11,15,420,175.2,99.1,33.0,3.0,False
216220305,1310356520160710,アルビオン　　　　　　　　　　　　　,2,6,422,11.6,2.5,13.9,3.2,43,3,2162203,2,6,422,11.6,13.9,43.0,3.0,False
216220306,1310374320160710,ダーリンラブラ　　　　　　　　　　　,9,7,446,19.1,3,18.4,4.1,37,5,2162203,9,7,446,19.1,18.4,37.0,5.0,False
216220307,1310610620160710,サトノオニキス　　　　　　　　　　　,1,1,412,3.4,1.4,3.4,1.9,44,3,2162203,1,1,412,3.4,3.4,44.0,3.0,True
216220308,1310258920160710,スイートメモリーズ　　　　　　　　　,3,2,502,3.9,1.4,7.4,1.9,43,3,2162203,3,2,502,3.9,7.4,43.0,3.0,False
216220309,1310596520160710,クラシカルチュチュ　　　　　　　　　,7,4,460,6.9,2.1,5.6,2.3,41,3,2162203,7,4,460,6.9,5.6,41.0,3.0,False
216220310,1310205920160710,ジャスミンノカオリ　　　　　　　　　,8,5,446,9,2.5,5.9,2,39,3,2162203,8,5,446,9.0,5.9,39.0,3.0,False
216220311,1310038020160710,ワンダーラスト　　　　　　　　　　　,12,12,416,101,17.7,33.1,7.2,27,3,2162203,12,12,416,101.0,33.1,27.0,3.0,False
216220312,1310159620160710,レッドイリス　　　　　　　　　　　　,13,14,384,160.7,38.9,44.7,11.3,17,3,2162203,13,14,384,160.7,44.7,17.0,3.0,False
216220313,1310606720160710,アドマイヤディーバ　　　　　　　　　,6,8,418,22.2,4.2,26.3,4.9,41,3,2162203,6,8,418,22.2,26.3,41.0,3.0,False
216220314,1310539820160710,エアエマイユ　　　　　　　　　　　　,14,13,392,155.5,37.2,47.8,16.1,18,3,2162203,14,13,392,155.5,47.8,18.0,3.0,False
216220316,1310640020160710,ラブミーリル　　　　　　　　　　　　,4,9,382,25.2,5.5,18.5,5.7,40,3,2162203,4,9,382,25.2,18.5,40.0,3.0,False
216220401,1310448820160710,ダンツペレット　　　　　　　　　　　,4,2,492,5.6,1.4,7.3,1.4,35,3,2162204,4,2,492,5.6,7.3,35.0,3.0,False
216220402,1310110320160710,ブラックスナイパー　　　　　　　　　,7,13,484,256.9,30.6,82.9,8.1,22,3,2162204,7,13,484,256.9,82.9,22.0,3.0,False
216220403,1310632120160710,アタックガール　　　　　　　　　　　,2,4,418,6.5,1.4,9.4,2.2,42,3,2162204,2,4,418,6.5,9.4,42.0,3.0,False
216220404,1310146520160710,ウインミダス　　　　　　　　　　　　,12,11,452,84.9,11.4,32.1,6.4,-25,3,2162204,12,11,452,84.9,32.1,-25.0,3.0,False
216220405,1310593520160710,アシャカクール　　　　　　　　　　　,10,9,414,61.4,14.4,70,11.4,21,3,2162204,10,9,414,61.4,70.0,21.0,3.0,False
216220407,1310009420160710,イエスアイゲット　　　　　　　　　　,5,7,422,25.1,3.1,20.6,3.7,28,3,2162204,5,7,422,25.1,20.6,28.0,3.0,False
216220408,1310500920160710,キンショードリーム　　　　　　　　　,9,8,492,34.2,5.9,32,6.3,23,3,2162204,9,8,492,34.2,32.0,23.0,3.0,False
216220409,1310092220160710,アメンボ　　　　　　　　　　　　　　,11,6,460,12.2,2.9,6,2.5,17,3,2162204,11,6,460,12.2,6.0,17.0,3.0,False
216220410,1310271420160710,アッテンツィオーネ　　　　　　　　　,6,3,464,5.8,1.6,11.6,1.5,28,3,2162204,6,3,464,5.8,11.6,28.0,3.0,False
216220411,1310404520160710,ロバストミノル　　　　　　　　　　　,3,1,492,2.1,1.2,2.7,1.2,42,3,2162204,3,1,492,2.1,2.7,42.0,3.0,False
216220412,1310281820160710,メイショウレンマ　　　　　　　　　　,1,5,460,10.9,2.7,4.4,2.4,42,3,2162204,1,5,460,10.9,4.4,42.0,3.0,True
216220413,1310445020160710,ギフトアワード　　　　　　　　　　　,8,12,430,199,15.8,88.7,6.8,20,3,2162204,8,12,430,199.0,88.7,20.0,3.0,False
216220501,1410070120160710,マイネルパンドーロ　　　　　　　　　,3,8,446,23.8,5,11.1,2.6,28,3,2162205,3,8,446,23.8,11.1,28.0,3.0,False
216220502,1410358820160710,ロザンジェ　　　　　　　　　　　　　,7,7,452,21.6,3.6,19.5,4.2,22,3,2162205,7,7,452,21.6,19.5,22.0,3.0,False
216220503,1410545020160710,ホウオウステップ　　　　　　　　　　,9,6,448,15.8,2.9,9.1,1.6,15,3,2162205,9,6,448,15.8,9.1,15.0,3.0,False
216220504,1410392320160710,イエローダイヤ　　　　　　　　　　　,6,5,458,8.2,1.8,8,2.3,24,3,2162205,6,5,458,8.2,8.0,24.0,3.0,False
216220505,1410073320160710,マイネルスフェーン　　　　　　　　　,5,4,422,6.5,1.5,4.4,1.6,24,3,2162205,5,4,422,6.5,4.4,24.0,3.0,False
216220506,1410507120160710,アスカショウダイ　　　　　　　　　　,8,9,434,101,13.9,61.6,8.4,19,3,2162205,8,9,434,101.0,61.6,19.0,3.0,False
216220507,1410620520160710,サトノアリシア　　　　　　　　　　　,2,3,464,4.9,1.5,5.7,1.8,35,3,2162205,2,3,464,4.9,5.7,35.0,3.0,False
216220508,1410052220160710,タガノアシュラ　　　　　　　　　　　,1,1,502,3.4,1.2,3.9,1.5,42,3,2162205,1,1,502,3.4,3.9,42.0,3.0,True
216220509,1410289520160710,サテンドール　　　　　　　　　　　　,4,2,456,3.8,1.3,6.6,1.9,25,3,2162205,4,2,456,3.8,6.6,25.0,3.0,False
216220601,1310014220160710,キタノタイセツ　　　　　　　　　　　,15,8,414,37.7,6.8,12.7,3.1,27,3,2162206,15,8,414,37.7,12.7,27.0,3.0,False
216220602,1310614920160710,ハンナ　　　　　　　　　　　　　　　,12,5,404,8.2,2,11.5,2.7,37,3,2162206,12,5,404,8.2,11.5,37.0,3.0,False
216220603,1310342820160710,カゼノシッポ　　　　　　　　　　　　,1,1,428,2.2,1.1,2.5,1.4,50,3,2162206,1,1,428,2.2,2.5,50.0,3.0,True
216220604,1310185820160710,ノーアトゥーン　　　　　　　　　　　,8,11,488,46.3,8.1,20.1,2.8,39,3,2162206,8,11,488,46.3,20.1,39.0,3.0,False
216220605,1310222620160710,ダートリーダー　　　　　　　　　　　,5,7,448,26.2,3.5,26.8,4.1,39,3,2162206,5,7,448,26.2,26.8,39.0,3.0,False
216220606,1310360020160710,アドマイヤヒナタ　　　　　　　　　　,4,6,404,15.1,3.1,16.8,3.4,42,3,2162206,4,6,404,15.1,16.8,42.0,3.0,False
216220607,1310245220160710,マニワッショイ　　　　　　　　　　　,6,14,468,131.4,14.7,43.5,10.1,42,3,2162206,6,14,468,131.4,43.5,42.0,3.0,False
216220608,1310234620160710,マイネルゴール　　　　　　　　　　　,13,15,450,138.5,23.5,47.9,7.8,37,3,2162206,13,15,450,138.5,47.9,37.0,3.0,False
216220609,1310436620160710,スリーアリアン　　　　　　　　　　　,9,13,446,87.1,12.7,38,7.7,38,3,2162206,9,13,446,87.1,38.0,38.0,3.0,False
216220610,1310002220160710,アポロノホウリン　　　　　　　　　　,11,12,472,51,8.2,29.1,4.8,37,3,2162206,11,12,472,51.0,29.1,37.0,3.0,False
216220611,1310397020160710,レパーズタウン　　　　　　　　　　　,14,2,434,6.2,2,18.3,3.5,33,3,2162206,14,2,434,6.2,18.3,33.0,3.0,False
216220612,1310530620160710,ステイインハート　　　　　　　　　　,3,9,408,37.9,5.8,7.7,2.8,40,3,2162206,3,9,408,37.9,7.7,40.0,3.0,False
216220613,1310324220160710,ガロンヌ　　　　　　　　　　　　　　,10,4,498,7.6,1.8,12.2,3.6,36,5,2162206,10,4,498,7.6,12.2,36.0,5.0,False
216220614,1310135120160710,ワタシニマカセテ　　　　　　　　　　,7,10,420,38.9,6.1,21.1,4.3,40,3,2162206,7,10,420,38.9,21.1,40.0,3.0,False
216220615,1310151820160710,ルピナスベル　　　　　　　　　　　　,2,3,452,6.8,1.8,7.5,3.2,45,3,2162206,2,3,452,6.8,7.5,45.0,3.0,False
216220701,1310234520160710,ビレッジエンパイア　　　　　　　　　,9,8,468,32.8,4.4,22.2,3.1,36,3,2162207,9,8,468,32.8,22.2,36.0,3.0,False
216220702,1310327420160710,エイシンキロオル　　　　　　　　　　,8,6,444,27.7,3.7,18.2,4.5,38,3,2162207,8,6,444,27.7,18.2,38.0,3.0,False
216220703,1310031520160710,ライディングハイ　　　　　　　　　　,6,7,480,29.4,4.8,13.7,3,36,3,2162207,6,7,480,29.4,13.7,36.0,3.0,False
216220704,1310331720160710,スティルプリンス　　　　　　　　　　,11,9,480,37.7,5.7,31.2,5.1,32,3,2162207,11,9,480,37.7,31.2,32.0,3.0,False
216220705,1210520520160710,ノボリクリーン　　　　　　　　　　　,1,1,468,2.6,1.1,2.4,1.1,51,3,2162207,1,1,468,2.6,2.4,51.0,3.0,True
216220706,1210099920160710,セイウンアワード　　　　　　　　　　,4,5,522,18.7,2.4,15.1,2.4,43,3,2162207,4,5,522,18.7,15.1,43.0,3.0,False
216220707,1010295020160710,バーニーズ　　　　　　　　　　　　　,10,3,488,4.6,1.3,8,1.7,35,3,2162207,10,3,488,4.6,8.0,35.0,3.0,False
216220708,1110288420160710,スズカレビン　　　　　　　　　　　　,12,12,486,143.8,22.2,37.7,8.7,37,3,2162207,12,12,486,143.8,37.7,37.0,3.0,False
216220709,1210624720160710,ハードアスリート　　　　　　　　　　,5,10,508,41.5,5.1,17.4,2.1,43,3,2162207,5,10,508,41.5,17.4,43.0,3.0,False
216220710,1210120020160710,ラッキーダン　　　　　　　　　　　　,7,4,466,17.5,2.2,16.9,3.6,39,3,2162207,7,4,466,17.5,16.9,39.0,3.0,False
216220711,1110008320160710,マダムアグライア　　　　　　　　　　,2,11,484,78.7,6.8,52,7.5,47,3,2162207,2,11,484,78.7,52.0,47.0,3.0,False
216220712,1310437820160710,パルパルパンダ　　　　　　　　　　　,3,2,468,2.6,1.2,3.3,1.1,42,3,2162207,3,2,468,2.6,3.3,42.0,3.0,False
216220801,1310201620160710,バレエダンサー　　　　　　　　　　　,5,6,456,21.2,2.9,19,4,45,3,2162208,5,6,456,21.2,19.0,45.0,3.0,False
216220802,1310180320160710,フィエスタオーレ　　　　　　　　　　,7,5,432,18.3,2.8,13.7,3.7,42,3,2162208,7,5,432,18.3,13.7,42.0,3.0,False
216220803,1210457820160710,ノーブルリーズン　　　　　　　　　　,10,7,438,24.8,3.2,6.6,2.3,34,3,2162208,10,7,438,24.8,6.6,34.0,3.0,False
216220804,1310614020160710,シャインブライト　　　　　　　　　　,3,4,476,9.2,1.7,10,1.1,48,3,2162208,3,4,476,9.2,10.0,48.0,3.0,False
216220805,1310609920160710,ミッキーロケット　　　　　　　　　　,1,1,476,1.9,1.1,2.1,1.1,56,3,2162208,1,1,476,1.9,2.1,56.0,3.0,True
216220806,1110472520160710,マイネルプレッジ　　　　　　　　　　,6,3,442,8.6,1.4,12.1,1.8,48,3,2162208,6,3,442,8.6,12.1,48.0,3.0,False
216220807,1110338620160710,ハギノフェリス　　　　　　　　　　　,11,10,416,151.7,17,41.6,12,34,3,2162208,11,10,416,151.7,41.6,34.0,3.0,False
216220808,1110631420160710,ウインレーベン　　　　　　　　　　　,4,8,460,32.9,3.7,19.2,3.4,46,3,2162208,4,8,460,32.9,19.2,46.0,3.0,False
216220809,1210412520160710,ロングスピーク　　　　　　　　　　　,2,2,576,3.3,1.1,4.8,1.3,55,3,2162208,2,2,576,3.3,4.8,55.0,3.0,False
216220810,1210613620160710,ワイドヴィンチェレ　　　　　　　　　,9,11,418,225.1,24.5,58.7,13,39,3,2162208,9,11,418,225.1,58.7,39.0,3.0,False
216220811,1110644020160710,ライトパープル　　　　　　　　　　　,8,9,476,65.2,6.5,22.6,5,44,3,2162208,8,9,476,65.2,22.6,44.0,3.0,False
216220901,910576620160710,パラティーノ　　　　　　　　　　　　,2,5,532,14.1,2.3,14.6,3.9,45,3,2162209,2,5,532,14.1,14.6,45.0,3.0,False
216220902,1310184620160710,エルパンドール　　　　　　　　　　　,7,7,478,23.1,3.7,27.6,4.1,34,3,2162209,7,7,478,23.1,27.6,34.0,3.0,False
216220903,1310267220160710,サンアンダーソン　　　　　　　　　　,11,8,536,30.9,6.3,30,6.5,3,3,2162209,11,8,536,30.9,30.0,3.0,3.0,False
216220904,1210545120160710,ニシオボヌール　　　　　　　　　　　,5,1,480,2.7,1.1,3.5,1.5,42,3,2162209,5,1,480,2.7,3.5,42.0,3.0,False
216220905,1310491120160710,ジュアンマリエ　　　　　　　　　　　,1,6,448,19.2,3,13.6,3,49,3,2162209,1,6,448,19.2,13.6,49.0,3.0,True
216220906,1310570520160710,トゥールエッフェル　　　　　　　　　,6,10,512,42.4,7.8,20.7,3.3,38,3,2162209,6,10,512,42.4,20.7,38.0,3.0,False
216220907,1310479020160710,スクリューネイバー　　　　　　　　　,8,9,502,32.7,6.3,18.3,3.9,32,3,2162209,8,9,502,32.7,18.3,32.0,3.0,False
216220908,1111002020160710,サリレモンド　　　　　　　　　　　　,9,2,522,3.4,1.2,5.6,1.4,32,3,2162209,9,2,522,3.4,5.6,32.0,3.0,False
216220909,1311008420160710,ベストドライヴ　　　　　　　　　　　,4,4,524,7.8,1.7,2.9,1.2,44,3,2162209,4,4,524,7.8,2.9,44.0,3.0,False
216220910,1210146620160710,イワヌガハナ　　　　　　　　　　　　,10,11,476,74.1,11.3,26.8,3.7,28,3,2162209,10,11,476,74.1,26.8,28.0,3.0,False
216220911,1210288320160710,パパラヴズマンボ　　　　　　　　　　,3,3,436,5,1.4,9.2,2,45,3,2162209,3,3,436,5.0,9.2,45.0,3.0,False
216221001,1210484120160710,リミットブレイク　　　　　　　　　　,12,4,508,11.4,2.3,9.3,1.9,45,3,2162210,12,4,508,11.4,9.3,45.0,3.0,False
216221002,1210120520160710,アズマクィーン　　　　　　　　　　　,2,1,472,2.2,1.2,2.2,1.4,54,5,2162210,2,1,472,2.2,2.2,54.0,5.0,False
216221003,1110573020160710,コスモマイルール　　　　　　　　　　,5,8,450,20.5,3.1,14.6,3.3,50,3,2162210,5,8,450,20.5,14.6,50.0,3.0,False
216221004,1110205120160710,アイファーマシェリ　　　　　　　　　,13,13,458,187.6,44.1,60.7,15.2,35,3,2162210,13,13,458,187.6,60.7,35.0,3.0,False
216221005,1010289020160710,ジンセイハオマツリ　　　　　　　　　,7,11,492,54.1,7.3,24,6.5,51,3,2162210,7,11,492,54.1,24.0,51.0,3.0,False
216221007,1310293520160710,カネトシボヌール　　　　　　　　　　,10,3,448,6.4,1.7,11.5,2.8,47,3,2162210,10,3,448,6.4,11.5,47.0,3.0,False
216221008,1210101520160710,セレッソブランコ　　　　　　　　　　,4,2,470,5.1,1.6,8,2,51,3,2162210,4,2,470,5.1,8.0,51.0,3.0,False
216221009,1110526020160710,ベルモントラハイナ　　　　　　　　　,3,6,472,13.2,2.7,9.9,2.4,53,3,2162210,3,6,472,13.2,9.9,53.0,3.0,False
216221010,1110018720160710,クリノツネチャン　　　　　　　　　　,6,10,454,40.4,5.9,29.8,5.4,50,3,2162210,6,10,454,40.4,29.8,50.0,3.0,False
216221011,1310475420160710,タイセイエクレール　　　　　　　　　,11,5,506,13.2,2.5,9.8,2.8,44,3,2162210,11,5,506,13.2,9.8,44.0,3.0,False
216221012,1110064720160710,オートクレール　　　　　　　　　　　,1,7,434,13.8,2.8,16.6,3.4,57,3,2162210,1,7,434,13.8,16.6,57.0,3.0,True
216221013,1210438520160710,レッドファーレン　　　　　　　　　　,8,9,446,31.9,6.7,26.1,4.3,47,3,2162210,8,9,446,31.9,26.1,47.0,3.0,False
216221014,1210613420160710,シードパール　　　　　　　　　　　　,9,12,440,91.2,13.9,48.2,4.7,47,3,2162210,9,12,440,91.2,48.2,47.0,3.0,False
216221101,910265820160710,ヴァンヌーヴォー　　　　　　　　　　,10,11,500,51.9,12.6,30,6.2,55,3,2162211,10,11,500,51.9,30.0,55.0,3.0,False
216221102,1010033820160710,クリノヒマラヤオー　　　　　　　　　,11,9,488,16.7,4.6,12.2,3.9,51,3,2162211,11,9,488,16.7,12.2,51.0,3.0,False
216221103,1010468020160710,ヒラボクプリンス　　　　　　　　　　,2,6,494,10.7,3,10.2,2.8,63,3,2162211,2,6,494,10.7,10.2,63.0,3.0,False
216221104,1010445820160710,ライズトゥフェイム　　　　　　　　　,9,7,490,13.6,4.5,11.3,3.7,56,3,2162211,9,7,490,13.6,11.3,56.0,3.0,False
216221105,1010456220160710,ソロル　　　　　　　　　　　　　　　,12,5,502,7.3,2.3,8.2,2.3,55,3,2162211,12,5,502,7.3,8.2,55.0,3.0,False
216221106,910353920160710,イッシンドウタイ　　　　　　　　　　,6,4,518,6.1,1.8,6.6,2,62,3,2162211,6,4,518,6.1,6.6,62.0,3.0,False
216221107,1110441720160710,バンズーム　　　　　　　　　　　　　,7,1,476,4.4,1.5,4.7,2,59,3,2162211,7,1,476,4.4,4.7,59.0,3.0,False
216221108,910657220160710,イースターパレード　　　　　　　　　,8,8,504,15.4,2.9,14.1,2.9,58,3,2162211,8,8,504,15.4,14.1,58.0,3.0,False
216221109,910126620160710,トミケンユークアイ　　　　　　　　　,3,10,484,23.6,5.4,15,3.9,62,3,2162211,3,10,484,23.6,15.0,62.0,3.0,False
216221110,810225120160710,ウォータールルド　　　　　　　　　　,4,12,496,52.7,9.8,43.6,5.6,62,3,2162211,4,12,496,52.7,43.6,62.0,3.0,False
216221111,1010360820160710,ショウナンアポロン　　　　　　　　　,1,2,504,5.3,1.9,6.7,2.7,68,3,2162211,1,2,504,5.3,6.7,68.0,3.0,True
216221112,910654520160710,ナリタスーパーワン　　　　　　　　　,5,3,484,6,1.8,6.1,1.5,61,3,2162211,5,3,484,6.0,6.1,61.0,3.0,False
216221201,1110257720160710,ベストセラーアスク　　　　　　　　　,12,10,426,58.7,6.3,39.5,4.9,47,3,2162212,12,10,426,58.7,39.5,47.0,3.0,False
216221202,1110342520160710,ハナフブキ　　　　　　　　　　　　　,3,11,416,106.1,13.5,35.3,6.5,55,3,2162212,3,11,416,106.1,35.3,55.0,3.0,False
216221203,1110505320160710,ヤマニンバステト　　　　　　　　　　,8,6,458,13.1,2,14.5,2.9,53,3,2162212,8,6,458,13.1,14.5,53.0,3.0,False
216221204,1210347720160710,カルシャン　　　　　　　　　　　　　,9,13,438,269.5,40.8,137.8,17.9,51,3,2162212,9,13,438,269.5,137.8,51.0,3.0,False
216221205,1310478320160710,エテルナミノル　　　　　　　　　　　,6,3,444,7.2,1.8,7.8,2,53,3,2162212,6,3,444,7.2,7.8,53.0,3.0,False
216221206,1110464320160710,ハツガツオ　　　　　　　　　　　　　,2,5,510,12.6,1.7,11.7,2,56,3,2162212,2,5,510,12.6,11.7,56.0,3.0,False
216221207,1310559820160710,フライングレディ　　　　　　　　　　,7,2,420,5.8,1.5,3.7,2.2,50,3,2162212,7,2,420,5.8,3.7,50.0,3.0,False
216221208,1210539720160710,パワーウーマン　　　　　　　　　　　,10,4,510,9.7,2.2,10.4,2.7,51,3,2162212,10,4,510,9.7,10.4,51.0,3.0,False
216221209,1010117220160710,ヤマトダイアンサス　　　　　　　　　,13,7,500,37.3,5,11.6,2.4,45,3,2162212,13,7,500,37.3,11.6,45.0,3.0,False
216221210,1110556920160710,エイシンノーティス　　　　　　　　　,5,8,464,42,4.3,37.8,3.4,54,3,2162212,5,8,464,42.0,37.8,54.0,3.0,False
216221211,1110381920160710,パープルセイル　　　　　　　　　　　,4,9,462,46,7.6,29.3,4.5,54,3,2162212,4,9,462,46.0,29.3,54.0,3.0,False
216221212,1210440720160710,マキシマムドパリ　　　　　　　　　　,1,1,460,1.7,1.1,2.5,1.1,61,3,2162212,1,1,460,1.7,2.5,61.0,3.0,True
216221213,1110290020160710,ツクバアスナロ　　　　　　　　　　　,11,12,464,166.3,20.2,61.7,8.9,50,3,2162212,11,12,464,166.3,61.7,50.0,3.0,False
316240101,1410388920160710,パンプキンカート　　　　　　　　　　,12,12,500,142.5,11.4,91.7,10.2,14,3,3162401,12,12,500,142.5,91.7,14.0,3.0,False
316240102,1410508720160710,セイプレジール　　　　　　　　　　　,5,5,466,19.2,1.9,15.9,1.9,30,3,3162401,5,5,466,19.2,15.9,30.0,3.0,False
316240103,1410331120160710,マイネルストラトス　　　　　　　　　,6,6,456,32.5,3,26.9,3.7,21,3,3162401,6,6,456,32.5,26.9,21.0,3.0,False
316240104,1410220020160710,アフターバーナー　　　　　　　　　　,1,1,486,1.7,1.1,1.7,1.1,45,3,3162401,1,1,486,1.7,1.7,45.0,3.0,True
316240105,1410502420160710,カシノルーラー　　　　　　　　　　　,10,13,468,189.8,15.1,76.9,6.2,15,3,3162401,10,13,468,189.8,76.9,15.0,3.0,False
316240106,1410119520160710,ダダッコ　　　　　　　　　　　　　　,8,7,478,46.2,4,39.5,4.6,19,3,3162401,8,7,478,46.2,39.5,19.0,3.0,False
316240107,1410092920160710,サンシアトル　　　　　　　　　　　　,15,11,454,98.7,7.5,72,7.1,-13,3,3162401,15,11,454,98.7,72.0,-13.0,3.0,False
316240108,1410142620160710,キッド　　　　　　　　　　　　　　　,7,9,442,58.3,6,34.2,4.4,17,3,3162401,7,9,442,58.3,34.2,17.0,3.0,False
316240109,1410265220160710,シンボリスーマラン　　　　　　　　　,4,3,476,12.5,1.9,12.6,1.6,29,3,3162401,4,3,476,12.5,12.6,29.0,3.0,False
316240110,1410174220160710,シャインヴィットゥ　　　　　　　　　,3,10,456,87.5,7,66.6,6.9,35,3,3162401,3,10,456,87.5,66.6,35.0,3.0,False
316240111,1410361720160710,ハシルキセキ　　　　　　　　　　　　,2,2,454,3.6,1.1,4.2,1.3,42,3,3162401,2,2,454,3.6,4.2,42.0,3.0,False
316240112,1410350320160710,フィッシャーキング　　　　　　　　　,13,14,456,259.9,24,165.8,17.9,15,3,3162401,13,14,456,259.9,165.8,15.0,3.0,False
316240113,1410294020160710,バスデイプレゼント　　　　　　　　　,11,8,424,55.2,5.4,45.7,4.4,14,3,3162401,11,8,424,55.2,45.7,14.0,3.0,False
316240114,1410033020160710,アロハスピリット　　　　　　　　　　,14,15,452,336,28.3,158.1,22.1,6,3,3162401,14,15,452,336.0,158.1,6.0,3.0,False
316240115,1410274520160710,シラバブ　　　　　　　　　　　　　　,9,4,452,13.8,1.8,15.6,2.6,19,3,3162401,9,4,452,13.8,15.6,19.0,3.0,False
316240201,1410028820160710,セイカチトセ　　　　　　　　　　　　,4,7,452,41.5,2.6,27.5,3.5,25,3,3162402,4,7,452,41.5,27.5,25.0,3.0,False
316240202,1410095620160710,ガッテンパートナー　　　　　　　　　,3,3,440,17.1,1.6,19,2.3,28,3,3162402,3,3,440,17.1,19.0,28.0,3.0,False
316240203,1410647920160710,アネッロドーロ　　　　　　　　　　　,6,10,436,70.7,6.1,36.9,6.2,18,3,3162402,6,10,436,70.7,36.9,18.0,3.0,False
316240204,1410076620160710,フェスティヴワール　　　　　　　　　,9,5,426,26.2,3.3,39,3.8,-38,3,3162402,9,5,426,26.2,39.0,-38.0,3.0,False
316240205,1410361520160710,ダイイチターミナル　　　　　　　　　,2,1,420,1.8,1.1,2.1,1.1,36,3,3162402,2,1,420,1.8,2.1,36.0,3.0,False
316240206,1410233220160710,スノードーナツ　　　　　　　　　　　,8,4,452,24.8,2.1,17.9,1.6,4,3,3162402,8,4,452,24.8,17.9,4.0,3.0,False
316240207,1410010620160710,シゲルピューマ　　　　　　　　　　　,5,6,390,27.4,1.7,32.8,1.4,19,3,3162402,5,6,390,27.4,32.8,19.0,3.0,False
