racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM
916140402,1310288320160306,スマートマリウス　　　　　　　　　　,3,4,506,6.4,1.7,9.6,2.3,33
916140403,1310629520160306,メイショウオニマル　　　　　　　　　,6,8,512,26.8,4.2,15.2,3.9,28
916140404,1310217820160306,ヤマイチファミリー　　　　　　　　　,5,5,502,7.2,1.9,10.6,2.2,28
916140405,1310172020160306,タガノムサシ　　　　　　　　　　　　,13,11,542,61.5,14.2,44.6,9.9,8
916140406,1310149820160306,ホッコーゲンブ　　　　　　　　　　　,14,14,484,168.6,30.8,54.9,9.8,6
916140407,1310242520160306,ジョープレシャス　　　　　　　　　　,15,15,476,195,40.8,91.2,14.7,1
916140408,1310023820160306,ハタノコンフリクト　　　　　　　　　,10,9,474,29.7,5.5,22.7,5,17
916140409,1310005320160306,ナムラゴエモン　　　　　　　　　　　,11,12,494,79.6,11.5,47.1,6.7,12
916140410,1310046220160306,ビービーアーカイヴ　　　　　　　　　,8,1,498,3.5,1.6,5.9,2.1,24
916140411,1310457020160306,サルサトウショウ　　　　　　　　　　,16,16,448,271.5,59.8,98.2,14.8,-9
916140412,1310240320160306,フィールブリーズ　　　　　　　　　　,2,6,512,14.5,3,6.7,2.7,38
916140413,1310537220160306,オープンユアアイズ　　　　　　　　　,4,2,514,4.2,1.7,3.2,1.6,32
916140414,1310419720160306,ヒルノリスボン　　　　　　　　　　　,7,13,434,95.4,16.9,44.9,6,25
916140415,1310423720160306,ネクストムーブ　　　　　　　　　　　,1,3,514,5.9,1.7,7.1,1.7,43
916140416,1310479920160306,ティープラズマ　　　　　　　　　　　,12,10,480,36.4,6.9,24.4,5.3,11
916140501,1310609320160306,ワンソックワンダー　　　　　　　　　,5,6,554,17.2,3.8,11.4,3,36
916140502,1310503320160306,カシマホープスター　　　　　　　　　,7,12,502,119.3,17.6,51.8,6.9,33
916140503,1310355620160306,ルエールダルジャン　　　　　　　　　,13,13,412,175.7,31.7,30.3,11.9,17
916140504,1310082620160306,ナーウル　　　　　　　　　　　　　　,1,1,450,2.8,1.1,2.9,1.3,45
916140505,1310033020160306,ライジョー　　　　　　　　　　　　　,11,16,416,332.6,48.8,52.2,14.2,22
916140506,1310632220160306,グランノーブル　　　　　　　　　　　,2,5,486,9.9,2.1,14.5,2.8,40
916140507,1310183120160306,リーゼントフォルテ　　　　　　　　　,10,10,434,101.4,18.6,13.3,4.2,20
916140508,1310063820160306,ソフトランディング　　　　　　　　　,9,11,462,110.2,14.3,36.2,6.8,25
916140509,1310424220160306,エンプレスボード　　　　　　　　　　,16,9,478,98.6,24.4,44.2,10,13
916140510,1310253420160306,ステファンバローズ　　　　　　　　　,3,3,462,4.6,1.4,7.7,1.9,38
916140511,1310064020160306,ドルチャーリオ　　　　　　　　　　　,4,2,466,4.4,1.4,5.4,2,36
916140512,1310359020160306,ヒルノサルバドール　　　　　　　　　,8,7,448,21.3,3.9,15.8,3.1,30
916140513,1310616820160306,ハリー　　　　　　　　　　　　　　　,6,4,430,5.4,1.5,8.1,1.9,35
916140514,1310042920160306,ホットメッセージ　　　　　　　　　　,14,8,444,48.9,7.5,46.2,8.3,18
916140515,1310467120160306,スティルウォーター　　　　　　　　　,12,14,400,250.1,44.1,61.7,9.7,22
916140516,1310478720160306,ディープロワイヤル　　　　　　　　　,15,15,476,307.8,47.2,51.5,11.8,16
916140601,1310429120160306,トニーブロンディ　　　　　　　　　　,4,8,466,49.3,6,24.3,3.8,42
916140602,1310644720160306,ワンダーアビルマン　　　　　　　　　,2,2,490,3.2,1.1,4.3,1.4,49
916140603,1310490220160306,サウンドスタジオ　　　　　　　　　　,5,5,488,10.5,2,9,2,42
916140604,1310068520160306,トウケイフクキタル　　　　　　　　　,3,7,468,21.3,2.8,19.7,2.9,44
916140605,1310136720160306,ドライバーズハイ　　　　　　　　　　,1,1,450,3,1.1,3.4,1.2,51
916140606,1310337020160306,ダイナミックアロー　　　　　　　　　,8,6,480,13.9,2.4,11.8,1.8,31
916140607,1310548720160306,セータコローナ　　　　　　　　　　　,6,3,492,3.8,1.3,5.1,1.3,40
916140608,1310375920160306,メイショウメイコウ　　　　　　　　　,7,4,476,8.1,1.8,3.8,2.1,32
916140701,1310184420160306,ミトノグラス　　　　　　　　　　　　,6,6,482,58,5.4,18.4,2.4,42
916140702,1310535320160306,アグネススターダム　　　　　　　　　,2,2,454,3.5,1.1,4.2,1.4,48
916140703,1310357620160306,スノーマン　　　　　　　　　　　　　,5,4,494,8.7,1.6,5.3,1.7,44
916140704,1310193820160306,フロムマイハート　　　　　　　　　　,1,1,430,2.2,1.1,2.6,1.1,51
916140705,1310333120160306,タイセイマライカ　　　　　　　　　　,8,7,394,84.1,6.1,25.3,3.6,27
916140706,1310313220160306,リン　　　　　　　　　　　　　　　　,7,8,432,177,17.1,49.4,7.9,27
916140707,1310597220160306,ラハトケレブ　　　　　　　　　　　　,3,3,466,3.6,1.1,4.4,1.4,47
916140708,1310324920160306,グランドサッチャー　　　　　　　　　,4,5,490,10.2,1.7,8.7,1.6,44
916140801,1210353820160306,アセイラント　　　　　　　　　　　　,5,5,520,12.9,2,10.2,1.8,38
916140802,1110029720160306,リゼコーフィー　　　　　　　　　　　,1,1,490,2,1.1,2.3,1.1,52
916140803,1210483220160306,レレオーネ　　　　　　　　　　　　　,4,2,488,3.5,1.1,4.2,1.2,49
916140804,1110211520160306,スリーマキシマム　　　　　　　　　　,6,7,476,60.3,7.4,26.1,3.7,35
916140805,1110394020160306,アグリッパーバイオ　　　　　　　　　,3,4,456,9.1,1.6,6.9,2.2,49
916140806,1110176120160306,タイマツリ　　　　　　　　　　　　　,2,3,466,4.5,1.1,4.7,1.2,50
916140807,1210568820160306,スティールブルグ　　　　　　　　　　,8,8,492,222.1,18,42.8,9.3,24
916140808,1210144220160306,エンゲルフライト　　　　　　　　　　,7,6,480,23.2,2.6,12.2,2.2,30
916140901,1010475120160306,ダイナミックガイ　　　　　　　　　　,9,9,496,71.3,5.8,32,5.6,49
916140902,910291220160306,カナロア　　　　　　　　　　　　　　,5,5,460,12.5,1.8,11.4,2,56
916140903,1110429320160306,ピークトラム　　　　　　　　　　　　,1,4,492,8,1.5,7.2,1.5,63
916140904,910458520160306,ローレルブレット　　　　　　　　　　,8,8,446,54.1,5.2,29.6,3.7,51
916140905,1110139020160306,カバーストーリー　　　　　　　　　　,7,6,482,18,2.7,10.3,2.1,54
916140906,1210230520160306,ロードフェリーチェ　　　　　　　　　,6,7,430,43.1,6.1,19.8,5,56
916140907,910600520160306,ダノンムーン　　　　　　　　　　　　,3,2,456,2.6,1.1,2.6,1.1,62
916140908,1110556220160306,ティーエスネオ　　　　　　　　　　　,2,3,526,6.1,1.5,7.5,1.7,61
916140909,1210414220160306,ブランドベルグ　　　　　　　　　　　,4,1,490,2.5,1.1,3.1,1.1,61
916141001,1210118420160306,セカンドテーブル　　　　　　　　　　,0,0,900,　     ,      ,      ,      ,0
916141002,1010468020160306,ヒラボクプリンス　　　　　　　　　　,0,51,250,　  46.,6,1  20.,7   3.,0 5
916141003,910502320160306,ブライトライン　　　　　　　　　　　,0,80,754,　  13.,2,3   9.,8   2.,5 6
916141004,1110609520160306,メイショウオセアン　　　　　　　　　,0,50,654,　   7.,1,5   6.,9   1.,2 6
916141005,910180320160306,ニシノビークイック　　　　　　　　　,1,11,148,　  73.,8,6  36.,3   4.,1 4
916141006,1110001620160306,ポメグラネイト　　　　　　　　　　　,0,40,658,　  27.,4,0  20.,4   3.,8 6
916141007,1010586020160306,グレイスフルリープ　　　　　　　　　,0,50,353,　   1.,1,1   2.,0   1.,1 6
916141008,910654520160306,ナリタスーパーワン　　　　　　　　　,0,90,348,　   8.,1,5  11.,2   2.,4 6
916141009,1110439120160306,ベルルミエール　　　　　　　　　　　,0,40,547,　   8.,1,9   7.,7   2.,3 5
916141010,910638420160306,ブレイズアトレイル　　　　　　　　　,1,80,250,　  36.,6,4  22.,0   4.,9 5
916141011,910618620160306,ガンジス　　　　　　　　　　　　　　,0,60,852,　  25.,3,5  15.,3   2.,7 6
916141012,810220520160306,タイセイファントム　　　　　　　　　,0,50,546,　  21.,2,7  15.,0   2.,6 6
916141101,910617120160306,エックスマーク　　　　　　　　　　　,6,9,488,25.4,5.8,24.8,4.1,63
916141102,1110223620160306,ダンツキャンサー　　　　　　　　　　,15,13,480,44.6,8.4,43.5,8.4,51
916141103,910037420160306,ステラウインド　　　　　　　　　　　,10,5,484,7.7,2.3,9.8,2.8,61
916141104,910165220160306,ニンジャ　　　　　　　　　　　　　　,16,12,470,44.6,10.8,48.2,8.6,49
916141105,1210348420160306,スピリッツミノル　　　　　　　　　　,7,10,498,33.6,6.8,30.7,6.6,60
916141106,1010499320160306,バッドボーイ　　　　　　　　　　　　,13,15,512,97.8,15.8,34,5.1,53
916141107,910573820160306,クランモンタナ　　　　　　　　　　　,12,6,484,7.7,2.3,8.3,2.3,57
916141108,1010377620160306,ユールシンギング　　　　　　　　　　,14,16,532,124.7,31,92.9,13.4,56
916141109,1210455120160306,ダノンメジャー　　　　　　　　　　　,8,4,484,7.1,2.3,9.5,2.9,62
916141110,1210482320160306,ベルラップ　　　　　　　　　　　　　,11,7,506,20.8,5.5,21.2,3.9,60
916141111,1210498720160306,ナムラアン　　　　　　　　　　　　　,5,3,458,5.7,1.9,7.3,2.3,63
916141112,810227920160306,トラストワン　　　　　　　　　　　　,3,14,500,48.8,7.9,48.5,7.6,62
916141113,1010451020160306,アクションスター　　　　　　　　　　,9,11,478,38.7,7.7,31,4.9,58
916141114,1010035620160306,テイエムイナズマ　　　　　　　　　　,1,8,508,22.1,4.8,25.2,4.2,63
916141115,1210467220160306,ダノンリバティ　　　　　　　　　　　,4,1,520,4.4,1.8,5.6,2.5,66
916141116,1110434420160306,ハギノハイブリッド　　　　　　　　　,2,2,458,5.5,1.7,3.1,2.4,66
916141201,1110395620160306,ラインハート　　　　　　　　　　　　,5,4,460,9.2,2.7,10.1,3.3,55
916141202,1210142120160306,オヒア　　　　　　　　　　　　　　　,1,2,456,4.6,1.5,2.7,2.2,59
916141203,1210515720160306,プラチナコード　　　　　　　　　　　,6,5,500,9.3,2.4,8.5,2.6,54
916141204,1210093620160306,ブラッククローバー　　　　　　　　　,3,7,496,18,5,16.7,3.9,56
916141205,1110583720160306,レムミラス　　　　　　　　　　　　　,9,10,458,34.1,6.7,29.4,4.2,50
916141206,910061020160306,アグネスマチュア　　　　　　　　　　,7,15,508,216.1,30.2,95.8,15.9,51
916141207,1210189020160306,フェアラフィネ　　　　　　　　　　　,2,6,442,10.8,2.1,16.9,4,57
916141208,1010420520160306,アドマイヤサブリナ　　　　　　　　　,8,12,452,63.3,8.4,30.2,5.5,51
916141209,1010046420160306,ブレイヴフィート　　　　　　　　　　,13,14,458,99.6,13.1,69.2,7.2,44
916141210,1210008620160306,ポルボローネ　　　　　　　　　　　　,16,9,428,21.3,5.1,19.4,2.5,40
916141211,1110609120160306,ブレイクアウト　　　　　　　　　　　,10,11,480,44.4,7.4,40.2,3.9,44
916141212,1110085620160306,トウカイセンス　　　　　　　　　　　,4,1,448,3.4,1.5,6.5,2.4,57
916141213,1210458320160306,シャンデリアハウス　　　　　　　　　,12,3,440,5.6,1.9,9.6,2.8,48
916141214,810264420160306,アドマイヤクーガー　　　　　　　　　,11,13,476,64.8,9.2,12.7,6.9,47
916141215,1110553920160306,トシザキミ　　　　　　　　　　　　　,15,8,480,18.7,3.6,18.9,3.8,43
916141216,1010516420160306,テーオートマホーク　　　　　　　　　,14,16,478,316.3,58,174.2,32.4,41
1016180101,1310545620160306,リュクスレーヴ　　　　　　　　　　　,14,12,456,205.9,28.1,117.5,14.2,5
1016180102,1310362020160306,アルコバッサ　　　　　　　　　　　　,10,13,460,289.2,23.3,187.5,13.7,14
1016180103,1310459720160306,レッドボルテクス　　　　　　　　　　,13,4,484,14,2.5,11.3,2.4,10
1016180104,1310207320160306,テイエムフライヤー　　　　　　　　　,16,16,472,448.5,43.2,277.9,26.4,3
1016180105,1310286220160306,ライラックチャーム　　　　　　　　　,8,6,490,20,2.1,17.6,2.4,21
1016180106,1310516020160306,デスマッチ　　　　　　　　　　　　　,9,9,466,44,4.7,38,4.6,18
1016180107,1310636220160306,ソラーレ　　　　　　　　　　　　　　,15,14,456,308.7,42.8,184.5,28.4,1
1016180108,1310625720160306,ミガット　　　　　　　　　　　　　　,12,5,488,19.8,3.9,21.1,2.8,11
1016180109,1310047220160306,ワイズセレクション　　　　　　　　　,6,11,458,122.9,9.9,69.3,8,21
1016180110,1310201120160306,シゲルシマカツオ　　　　　　　　　　,7,8,436,43.3,4.4,39.3,4.2,19
1016180111,1310323220160306,サンライズウィズ　　　　　　　　　　,1,2,484,4.3,1.3,4.3,1.3,37
1016180112,1310442520160306,ベストサポーター　　　　　　　　　　,11,15,496,320.7,32.4,208.9,21.2,13
1016180113,1310573220160306,モンストルコント　　　　　　　　　　,3,1,484,1.8,1.1,1.8,1.1,32
1016180114,1310108120160306,スマートカオス　　　　　　　　　　　,5,3,458,5.5,1.4,6.6,1.5,24
1016180115,1310322920160306,ヤマタケジャイアン　　　　　　　　　,4,10,458,63.4,5.7,48.7,5.5,26
1016180116,1310329920160306,コスモコレクション　　　　　　　　　,2,7,464,36.8,4.6,51,5.3,33
1016180201,1211008020160306,アヴェーヌモン　　　　　　　　　　　,1,1,534,1.7,1.1,1.9,1.5,54
1016180202,1111001020160306,セトアロー　　　　　　　　　　　　　,3,2,536,5.3,1.3,7.2,1.5,46
1016180203,1210596420160306,サウスリュウセイ　　　　　　　　　　,7,12,468,160.9,9.1,87.7,3.1,38
1016180204,1210447620160306,ロックフォール　　　　　　　　　　　,8,11,448,135.6,12.3,75.9,9.3,40
1016180205,1210434020160306,メジャーフォルム　　　　　　　　　　,2,7,458,18.5,2.5,15.5,3,52
1016180206,1011009820160306,エーシンサミット　　　　　　　　　　,10,10,536,104,16.4,34.2,10.6,39
1016180207,1210200820160306,カシノキングダム　　　　　　　　　　,13,9,470,89.8,6.4,50.5,6.1,35
1016180208,1110200420160306,リバーコンサート　　　　　　　　　　,6,6,436,15,3,27.2,4.3,39
1016180209,1110344220160306,ロードメビウス　　　　　　　　　　　,5,5,516,14.9,2.6,7.9,1.6,39
1016180210,1210223520160306,ゼクト　　　　　　　　　　　　　　　,4,8,468,67.6,7.8,48.8,6.8,46
1016180211,910351420160306,スズカチャンプ　　　　　　　　　　　,14,14,506,307.8,30.1,157.9,19.9,34
1016180212,1210499020160306,ケモノタイプ　　　　　　　　　　　　,9,13,492,178,17.7,124.1,12.7,40
1016180213,1110399020160306,ハッピーロングラン　　　　　　　　　,12,3,440,6.6,1.3,6.3,1.9,36
1016180214,1210551020160306,タイキラトナンジュ　　　　　　　　　,11,4,452,10.8,2.2,8.6,2.7,37
1016180301,1310497120160306,ルージュノアール　　　　　　　　　　,1,7,444,17.1,3.3,17.9,4.5,43
1016180302,1310270120160306,ムツミツドイテ　　　　　　　　　　　,18,18,416,908,119.6,238.1,36.3,-1
1016180303,1310640220160306,テーオーバーキン　　　　　　　　　　,5,8,436,30.2,4.8,21,4.3,29
1016180304,1310054420160306,サイレントムーン　　　　　　　　　　,7,13,414,313.5,17.5,112.5,7.2,30
1016180305,1310521620160306,アンジュレーション　　　　　　　　　,15,14,450,447.6,40.5,172.5,12.6,15
1016180306,1310233120160306,オタカラハッケン　　　　　　　　　　,10,17,416,576.3,48.9,194.7,16.4,24
