,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_class_weight,param_gamma,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
15,185.08918652534484,2.3783360004425047,0.25938805943172577,0.5741109407047122,1,{1: 5},0.1,"{'C': 1, 'class_weight': {1: 5}, 'gamma': 0.1}",23,0.2376237623762376,0.5837366892545982,0.25667351129363447,0.5740828966174368,0.2775330396475771,0.5675294117647058,0.2571428571428571,0.5676937441643324,0.2679738562091503,0.5775119617224881,4.752126734919558,0.02694882095441745,0.013335210755204958,0.006143609691473263
16,512.8821351528168,6.167352819442749,0.32476629727168815,0.9394089249398133,1,{1: 5},1,"{'C': 1, 'class_weight': {1: 5}, 'gamma': 1}",10,0.2978723404255319,0.9447388342165026,0.3125,0.9362818590704648,0.38235294117647056,0.9300074460163812,0.3111111111111111,0.9398043641835967,0.32,0.9462121212121212,149.8503331478412,1.9994511229489096,0.02966245288243844,0.005882416705943045
17,605.9980610847473,5.304103422164917,0.32012283109844086,0.9864156273436298,1,{1: 5},10,"{'C': 1, 'class_weight': {1: 5}, 'gamma': 10}",13,0.23076923076923078,0.985781990521327,0.2,0.9857932123125493,0.5555555555555556,0.9850157728706624,0.4,0.9865718799368088,0.21428571428571427,0.9889152810768013,12.967577584715663,0.041534921413729796,0.138147220164703,0.001343217949374772
18,254.14333620071412,3.450197219848633,0.2402713391703928,0.5196357638724521,1,{1: 10},0.1,"{'C': 1, 'class_weight': {1: 10}, 'gamma': 0.1}",27,0.22164048865619546,0.530161427357689,0.23665480427046262,0.5236897274633123,0.2495274102079395,0.5142033758748457,0.23983739837398374,0.5127257799671593,0.2537037037037037,0.5173985086992543,84.47664464554013,1.01916444195653,0.011193895176366356,0.006472839257055816
19,522.2888731479645,5.993742895126343,0.32476629727168815,0.9394089249398133,1,{1: 10},1,"{'C': 1, 'class_weight': {1: 10}, 'gamma': 1}",10,0.2978723404255319,0.9447388342165026,0.3125,0.9362818590704648,0.38235294117647056,0.9300074460163812,0.3111111111111111,0.9398043641835967,0.32,0.9462121212121212,161.8125069810743,1.8100205679500316,0.02966245288243844,0.005882416705943045
20,704.8691162109375,6.614978361129761,0.32012283109844086,0.9864156273436298,1,{1: 10},10,"{'C': 1, 'class_weight': {1: 10}, 'gamma': 10}",13,0.23076923076923078,0.985781990521327,0.2,0.9857932123125493,0.5555555555555556,0.9850157728706624,0.4,0.9865718799368088,0.21428571428571427,0.9889152810768013,231.56659629605215,2.3191776848035537,0.138147220164703,0.001343217949374772
21,185.2835976600647,2.573747253417969,0.23956377169675178,0.5177179461244936,1,{1: 15},0.1,"{'C': 1, 'class_weight': {1: 15}, 'gamma': 0.1}",28,0.21951219512195122,0.5268045588856057,0.23716814159292035,0.5208507089241035,0.2495274102079395,0.5139917695473251,0.2383838383838384,0.5114660114660114,0.2532347504621072,0.5154766817994222,2.645145797561133,0.34126988782415923,0.011793341101529254,0.005484069271299056
22,526.5799185752869,6.02774486541748,0.32476629727168815,0.9394089249398133,1,{1: 15},1,"{'C': 1, 'class_weight': {1: 15}, 'gamma': 1}",10,0.2978723404255319,0.9447388342165026,0.3125,0.9362818590704648,0.38235294117647056,0.9300074460163812,0.3111111111111111,0.9398043641835967,0.32,0.9462121212121212,179.56558272327698,1.958393715940321,0.02966245288243844,0.005882416705943045
23,586.0697212696075,5.2701013565063475,0.32012283109844086,0.9864156273436298,1,{1: 15},10,"{'C': 1, 'class_weight': {1: 15}, 'gamma': 10}",13,0.23076923076923078,0.985781990521327,0.2,0.9857932123125493,0.5555555555555556,0.9850157728706624,0.4,0.9865718799368088,0.21428571428571427,0.9889152810768013,17.933095024391747,0.023242682130623714,0.138147220164703,0.001343217949374772
24,216.7765989303589,2.500943088531494,0.26288292753566916,0.9526289477284653,10,{1: 1},0.1,"{'C': 10, 'class_weight': {1: 1}, 'gamma': 0.1}",22,0.2028985507246377,0.9577329490874159,0.25217391304347825,0.9513145082765336,0.314410480349345,0.951028403525955,0.2561576354679803,0.9498069498069498,0.28879310344827586,0.9532619279454723,78.16903088322316,0.8046042413013166,0.037643360307631824,0.0027822530047899494
25,475.427792930603,6.1141496181488035,0.3461553795797698,0.9986901295918973,10,{1: 1},1,"{'C': 10, 'class_weight': {1: 1}, 'gamma': 1}",3,0.28,0.9975429975429976,0.3333333333333333,1.0,0.42857142857142855,0.9983579638752053,0.3333333333333333,0.9983660130718954,0.35555555555555557,0.9991836734693877,153.47166148043925,2.2363799073675565,0.04813951233853868,0.0008355409702136661
26,686.369258069992,6.539974069595337,0.3301228310984408,1.0,10,{1: 1},10,"{'C': 10, 'class_weight': {1: 1}, 'gamma': 10}",8,0.23076923076923078,1.0,0.25,1.0,0.5555555555555556,1.0,0.4,1.0,0.21428571428571427,1.0,229.37022525430623,2.076430525204393,0.13069888223418785,0.0
27,167.2433657169342,2.024915838241577,0.24426994181928113,0.7883820228406553,10,{1: 5},0.1,"{'C': 10, 'class_weight': {1: 5}, 'gamma': 0.1}",26,0.2175,0.8010269576379975,0.24709302325581395,0.7910069664344522,0.2704225352112676,0.7601947656725502,0.24126984126984127,0.78801261829653,0.24507042253521127,0.8016688061617459,2.009097980176306,0.031085045532814222,0.01684255232139232,0.01508629339698373
28,483.78227071762086,6.214355373382569,0.3355995741896593,0.9736544635790482,10,{1: 5},1,"{'C': 10, 'class_weight': {1: 5}, 'gamma': 1}",5,0.28,0.9719626168224299,0.3235294117647059,0.9712286158631416,0.39473684210526316,0.9712286158631416,0.32558139534883723,0.9765441751368257,0.3541666666666667,0.9773082942097027,152.89016464072512,1.6834864081945151,0.0378943999945369,0.0026956532007689775
29,669.6275005817413,6.357963562011719,0.32012283109844086,0.9907986710500921,10,{1: 5},10,"{'C': 10, 'class_weight': {1: 5}, 'gamma': 10}",13,0.23076923076923078,0.9904761904761905,0.2,0.9896988906497622,0.5555555555555556,0.9896988906497622,0.4,0.9904837430610627,0.21428571428571427,0.9936356404136834,196.09544330088897,2.1515773031732346,0.138147220164703,0.0014608629221575015
30,173.92234778404236,2.025716018676758,0.24471476499720884,0.7870642289559164,10,{1: 10},0.1,"{'C': 10, 'class_weight': {1: 10}, 'gamma': 0.1}",24,0.2175,0.7979539641943734,0.24566473988439305,0.7900063251106895,0.2711864406779661,0.7597323600973236,0.24203821656050956,0.78801261829653,0.24719101123595505,0.7996158770806658,3.4255036067121147,0.0515765591141074,0.01706314196944211,0.014371615299887851
31,406.47624921798706,5.120492792129516,0.3355995741896593,0.9736544635790482,10,{1: 10},1,"{'C': 10, 'class_weight': {1: 10}, 'gamma': 1}",5,0.28,0.9719626168224299,0.3235294117647059,0.9712286158631416,0.39473684210526316,0.9712286158631416,0.32558139534883723,0.9765441751368257,0.3541666666666667,0.9773082942097027,9.412000448806486,0.36704440011914363,0.0378943999945369,0.0026956532007689775
32,711.4242911338806,6.767387008666992,0.32012283109844086,0.9907986710500921,10,{1: 10},10,"{'C': 10, 'class_weight': {1: 10}, 'gamma': 10}",13,0.23076923076923078,0.9904761904761905,0.2,0.9896988906497622,0.5555555555555556,0.9896988906497622,0.4,0.9904837430610627,0.21428571428571427,0.9936356404136834,248.61813520778017,2.2506464788581306,0.138147220164703,0.0014608629221575015
33,172.6882773399353,2.043516731262207,0.24471476499720884,0.7870642289559164,10,{1: 15},0.1,"{'C': 10, 'class_weight': {1: 15}, 'gamma': 0.1}",24,0.2175,0.7979539641943734,0.24566473988439305,0.7900063251106895,0.2711864406779661,0.7597323600973236,0.24203821656050956,0.78801261829653,0.24719101123595505,0.7996158770806658,3.262351037220611,0.03701344349901005,0.01706314196944211,0.014371615299887851
34,494.15846424102784,5.9645411491394045,0.3355995741896593,0.9736544635790482,10,{1: 15},1,"{'C': 10, 'class_weight': {1: 15}, 'gamma': 1}",5,0.28,0.9719626168224299,0.3235294117647059,0.9712286158631416,0.39473684210526316,0.9712286158631416,0.32558139534883723,0.9765441751368257,0.3541666666666667,0.9773082942097027,168.3756757918009,1.964141436543114,0.0378943999945369,0.0026956532007689775
35,617.2433043003082,5.296502923965454,0.32012283109844086,0.9907986710500921,10,{1: 15},10,"{'C': 10, 'class_weight': {1: 15}, 'gamma': 10}",13,0.23076923076923078,0.9904761904761905,0.2,0.9896988906497622,0.5555555555555556,0.9896988906497622,0.4,0.9904837430610627,0.21428571428571427,0.9936356404136834,69.24739134477353,0.18439213476884214,0.138147220164703,0.0014608629221575015
